"date","avg_price"
2019-05-06,180.019341207065
2019-05-07,179.984801940178
2019-05-08,180.11626029388
2019-05-09,180.015637594712
2019-05-10,185.749879595441
2019-05-11,186.013440716838
2019-05-12,179.912900836067
2019-05-13,179.734278309621
2019-05-14,179.853384054525
2019-05-15,179.673058586715
2019-05-16,179.673434766474
2019-05-17,185.682624867163
2019-05-18,185.499893763943
2019-05-19,179.066021266466
2019-05-20,178.718013734812
2019-05-21,178.751743817375
2019-05-22,178.95299889223
2019-05-23,179.019386361248
2019-05-24,186.464117585522
2019-05-25,186.866000418585
2019-05-26,179.966963680892
2019-05-27,179.928015362259
2019-05-28,179.771428571429
2019-05-29,180.090333627354
2019-05-30,181.680895151264
2019-05-31,189.205045045045
2019-06-01,189.151001225991
2019-06-02,183.336216986413
2019-06-03,183.344578067672
2019-06-04,188.336019502946
2019-06-05,188.42011233674
2019-06-06,188.97943305595
2019-06-07,197.123473449835
2019-06-08,196.954083350165
2019-06-09,189.19473012032
2019-06-10,189.209705605592
2019-06-11,188.936756502453
2019-06-12,188.516601693776
2019-06-13,188.806770098731
2019-06-14,197.162812520946
2019-06-15,196.536410531252
2019-06-16,188.566982770135
2019-06-17,188.132897021504
2019-06-18,188.121276879925
2019-06-19,188.185120876185
2019-06-20,188.459363721428
2019-06-21,196.628523714095
2019-06-22,197.008003201281
2019-06-23,188.934533333333
2019-06-24,188.373375108326
2019-06-25,188.202634041984
2019-06-26,188.024880960365
2019-06-27,187.780740740741
2019-06-28,196.372603294626
2019-06-29,196.348016729628
2019-06-30,187.993303870363
2019-07-01,187.426559893227
2019-07-02,188.213168014852
2019-07-03,188.374735169492
2019-07-04,189.044282399735
2019-07-05,197.1478255131
2019-07-06,197.152665217105
2019-07-07,188.209144736842
2019-07-08,187.557101411051
2019-07-09,187.880177026224
2019-07-10,188.260242239725
2019-07-11,188.3181336863
2019-07-12,196.796615771036
2019-07-13,196.677981772553
2019-07-14,188.577097729516
2019-07-15,188.483260840912
2019-07-16,188.574598367132
2019-07-17,188.799236942508
2019-07-18,188.604429547844
2019-07-19,196.790354330709
2019-07-20,196.863940666842
2019-07-21,188.445558833169
2019-07-22,188.080536031006
2019-07-23,188.151164320484
2019-07-24,188.259554035388
2019-07-25,188.822660098522
2019-07-26,197.544846577498
2019-07-27,197.334316037736
2019-07-28,188.680711855535
2019-07-29,188.660863874346
2019-07-30,188.736831786695
2019-07-31,188.982580897704
2019-08-01,187.82644142969
2019-08-02,195.957310704961
2019-08-03,195.865344467641
2019-08-04,187.413889794588
2019-08-05,187.304310907903
2019-08-06,187.245918767141
2019-08-07,187.781645983018
2019-08-08,187.947461166949
2019-08-09,196.241732437545
2019-08-10,196.223286421684
2019-08-11,187.719674796748
2019-08-12,187.545956838274
2019-08-13,187.73348918761
2019-08-14,187.729778815593
2019-08-15,187.933670164529
2019-08-16,196.49404222251
2019-08-17,196.39507051365
2019-08-18,187.898777569368
2019-08-19,187.908297225635
2019-08-20,187.876026113373
